First Author,id,PubMed ID,Publication date,Journal,Title,Trait(s),Reported trait,N,Ncase,Ncontrol,file,source,chr,pos,rsid,a1,a0,beta,or,beta_se,p,Nsnp,Nca,Nco,af,chi2,se,int_all,int_se_all,h2_ldsc_all,h2_ldsc_se_all,slope_qc,M_or,M_m,M_qc,M_ldpred,k,h2_est,p_est,int,int_se,h2,h2_se,status
Benyamin B,phen20,23358156,NA,Mol Psychiatry,"Childhood intelligence is heritable, highly polygenic and associated with FNBP1L",Childhood IQ,Childhood IQ,12441,NA,NA,CHIC_Summary_Benyamin2014 2.txt,dropbox,2,3,1,4,5,7,NA,8,9,NA,NA,NA,6,0.4900000000000001,beta,1.0149052455062668,0.004389816367213925,0.3153090408926231,0.021640061305864277,1.0052835308854524,1380158,760999,758293,720130,25,0.2248991059796355,0.005170617091334932,1.0156010322787312,0.011116559258619207,0.1682290074168898,0.03566930653606975,Completed
Cross-Disorder Group of the Psychiatric Genomics Consortium,phen21,31835028,NA,Cell,"Genomic Relationships, Novel Loci, and Pleiotropic Mechanisms across Eight Psychiatric Disorders",Cross-disoder2 CDG2,Cross-disoder2 CDG2,438997,157357,262415,pgc_cdg2_meta_no23andMe_oct2019_v2.txt.daner.txt.gz,dropbox,1,2,3,5,4,6,NA,7,8,NA,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empty beta/or or se columns
Jansen PR,phen22,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Insomnia,386533,NA,NA,Insomnia_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,NA,8,9,10,11,NA,NA,7,0.535404396840616,log_or,1.04656524879741,0.005412608534578481,0.046062097978517305,0.0022165476139383786,2,10862567,1075372,1069323,1009880,30,0.047548312432248815,0.013260530474880464,1.0354891156067447,0.012822460762301355,0.04369115729917779,0.002475369796253047,Completed
Jansen PR,phen23,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Morningness,345552,NA,NA,Morningness_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,8,NA,9,10,11,NA,NA,7,0.6084118137642779,beta,1.07815853332547,0.006331168556581634,0.12364294227383345,0.004421409561840893,0.9204503568624396,10862567,1075372,1063224,1003997,30,0.12166165593932701,0.01876722079661468,1.0937219868787804,0.023469757511247365,0.10738085637267582,0.004682381345559945,Completed
Jansen PR,phen24,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Sleep duration,384317,NA,NA,Sleepdur_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,8,NA,9,10,11,NA,NA,7,0.5575141607570507,beta,1.0468977383681781,0.0053331456463982145,0.07320285788767873,0.003099083412155805,1.0600116081686444,10862567,1075372,1063232,1003997,30,0.06948121674043801,0.015431522402672634,1.0414213836777335,0.016272374463836045,0.06601279273362728,0.0032261776705443507,Completed
Jansen PR,phen25,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Ease of getting up,385949,NA,NA,Gettingup_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,8,NA,9,10,11,NA,NA,7,0.5688430831760778,beta,1.0594411873095624,0.005815770257252815,0.07952588777514072,0.0032122402191563947,0.746937640537119,10862567,1075372,1063234,1004002,30,0.07691210846769514,0.016781444512049055,1.0761278329187125,0.019988084188225026,0.06767766249039615,0.003544413905749755,Completed
Jansen PR,phen26,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Daytime napping,386577,NA,NA,Napping_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,NA,8,9,10,11,NA,NA,7,0.4935995665805445,log_or,1.011543338855401,0.004296957627021892,0.023253243735961493,0.0017317356243192368,4.48887777954095,10858884,1075372,1063180,1003921,30,0.021351467803949396,0.007265874600498117,1.005790650818599,0.009391878584025367,0.022702398968131084,0.001795853668128205,Completed
Jansen PR,phen27,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Daytime dozing,386548,NA,NA,Dozing_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,NA,8,9,10,11,NA,NA,7,0.47735392954016204,log_or,1.0094627722699872,0.0040903007303869105,0.014195359069966974,0.0014094184193593161,6.184186837670652,10820721,1075372,1063153,1003888,29,0.012488139465541826,0.0057735974762458345,1.0088248923113714,0.007160766538025215,0.012644462471591624,0.0014400605826406883,Completed
Jansen PR,phen28,30804565,NA,Nat Genet,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways",Sleep-related phenotypes,Snoring,359916,NA,NA,Snoring_sumstats_Jansenetal.txt.gz,dropbox,3,4,1,5,6,NA,8,9,10,11,NA,NA,7,0.546404522545168,log_or,1.0428748366330594,0.005170252315857679,0.063500823659991,0.0027720972147984575,2,10862567,1075372,1067342,1007994,30,0.062054056518815764,0.014367530492270082,1.0343772676983214,0.012620782786739698,0.05884379497585851,0.0029828923458670364,Completed
Savage JE,phen29,29942086,NA,Nat Genet,"Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence",IQ,IQ,269867,NA,NA,SavageJansen_2018_intelligence_metaanalysis.txt,dropbox,3,4,1,5,6,9,NA,10,11,12,NA,NA,7,0.6625959999999997,beta,1.0922940738066849,0.005721106760858868,0.21259021371452552,0.007007013933677704,0.9820861299776718,9295118,1109972,1092216,1033242,30,0.21346000587096636,0.025007101943370975,1.0997078832316702,0.01830816153136335,0.1893751922025328,0.006765039401441623,Completed
Okbay A,phen30,27089182,NA,Nat Genet,"Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses",Neuroticism,Neuroticism,170911,NA,NA,Neuroticism_Full.txt.gz,dropbox,2,3,1,4,5,7,NA,8,9,NA,NA,NA,6,0.5625,beta,1.0240354357298032,0.08824438303913405,0.09852075359287343,0.02673887282656687,1.0222972830865633,6524432,1061974,904977,856277,30,0.05816281638478851,0.007937753624372872,0.9915571459777096,0.011884286304458608,0.05603283564490656,0.0052729765478241875,Completed
Nagel M,phen31,29942085,NA,Nat Genet,"Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways",Neuroticism,Neuroticism,390278,NA,NA,sumstats_neuroticism_ctg_format.txt.gz,dropbox,3,4,1,5,6,NA,NA,NA,10,11,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Essential columns missing | Number of SNPs < 200k
Nagel M,phen32,29942085,NA,Nat Genet,"Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways",Neuroticism,Depression,381455,NA,NA,sumstats_depression_ctg_format.txt.gz,dropbox,3,4,1,5,6,NA,NA,NA,10,11,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Essential columns missing | Number of SNPs < 200k
Nagel M,phen33,29942085,NA,Nat Genet,"Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways",Neuroticism,Depressed affect subcluster,357957,NA,NA,sumstats_depressed_affect_ctg_format.txt.gz,dropbox,3,4,1,5,6,10,NA,11,12,13,NA,NA,7,0.5861054969147219,beta,1.0721345023808186,0.005844394854617077,0.09402611409943837,0.0035665080704757124,0.9673638732008976,10847150,1075372,1063215,1003990,30,0.09366726357106409,0.01910779855592215,1.085441449242052,0.0230851477935095,0.08206911082548173,0.004420065983216477,Completed
Nagel M,phen34,29942085,NA,Nat Genet,"Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways",Neuroticism,Worry subcluster,348219,NA,NA,sumstats_worry_ctg_format.txt.gz,dropbox,3,4,1,5,6,10,NA,11,12,13,NA,NA,7,0.580538680105148,beta,1.0635711651391628,0.005460284270158004,0.0945332796104662,0.0034528108714279916,0.9830571561498457,10847150,1075372,1063208,1003988,30,0.09137302404119423,0.01813140495954526,1.066873706124459,0.024122077422151125,0.08386444449016764,0.004300788990181543,Completed
Sanchez-Roige S,phen37,30336701,NA,Am J Psychiatry,Genome-wide association study meta-analysis of the Alcohol Use Disorder Identification Test (AUDIT) in two population-based cohorts,Alcohol use disorder identification test,AUDIT-total,121604,NA,NA,AUDIT_UKB_2018_AJP.txt.gz,dropbox,1,NA,2,4,3,6,NA,7,8,15,NA,NA,NA,0.5269648349804306,beta,1.017887293250256,0.002383865800886879,0.0962028085782344,0.002146183998464089,0.29141196287745613,8017302,1099767,1082856,1025236,30,0.08873334506266889,0.008617932831486439,1.0081889348267496,0.008746508221736038,0.09226355643428143,0.006169337000351745,Completed
Sanchez-Roige S,phen38,30336701,NA,Am J Psychiatry,Genome-wide association study meta-analysis of the Alcohol Use Disorder Identification Test (AUDIT) in two population-based cohorts,Alcohol use disorder identification test,AUDIT-C,121604,NA,NA,AUDIT_UKB_2018_AJP.txt.gz,dropbox,1,NA,2,4,3,9,NA,10,11,15,NA,NA,NA,0.521361906683255,beta,1.0153301082033244,0.0023892933374951167,0.08685533643631581,0.0021683997792899252,0.2662161986435823,8017302,1099767,1082858,1025238,30,0.07828866207774551,0.0080099614989024015,1.0057757890872534,0.00856693732844505,0.08344873184998157,0.005920573457501719,Completed
Sanchez-Roige S,phen39,30336701,NA,Am J Psychiatry,Genome-wide association study meta-analysis of the Alcohol Use Disorder Identification Test (AUDIT) in two population-based cohorts,Alcohol use disorder identification test,AUDIT-P,121604,NA,NA,AUDIT_UKB_2018_AJP.txt.gz,dropbox,1,NA,2,4,3,12,NA,13,14,15,NA,NA,NA,0.5027769082354814,beta,1.0125399066833838,0.0023488137992013487,0.0629746103150056,0.0017888042260290737,0.25364922670742124,8017302,1099767,1082856,1025236,30,0.058592181519172455,0.006486347022605249,1.0063450985056492,0.007633055393325972,0.061133944953960975,0.005084480989694656,Completed
Pasman JA,phen40,30150663,NA,Nat Neuroscience,"GWAS of lifetime cannabis use reveals new risk loci, genetic overlap with psychiatric traits, and a causal effect of schizophrenia liability",Cannabis use disorder,Lifetime cannabis use,162082,118702,NA,Cannabis_ICC_UKB_het.txt.gz,dropbox,1,3,2,4,5,7,NA,8,10,17,15,16,6,0.5023093599773777,beta,1.003246935359801,0.08826770855727617,0.1016625732969882,0.0284711977832459,2.2618028967172594,11535592,1113113,1099582,1040308,30,0.08837916358664238,0.010367799348141016,1.0114818463975157,0.009303818467937508,0.08532310613698513,0.00605315440146303,Completed
Tobacco and Genetics Consortium,phen41,20418890,NA,Nat Genet,Genome-wide meta-analyses identify multiple loci associated with smoking behavior,Smoking,"Cigs per day, continuous",74053,NA,NA,tag.cpd.tbl.gz,dropbox,1,3,2,4,5,9,NA,10,11,NA,NA,NA,6,0.48016747404844284,beta,1.0026450609332687,0.006606122990840457,0.0412212904677457,0.009527261239596498,15.786735405274557,2459118,1007351,982750,930501,24,0.028309984641932632,0.0011516529127797842,1.0075323840655954,0.006848359176825178,0.027600355767674327,0.006930343161884575,Completed
Tobacco and Genetics Consortium,phen42,20418890,NA,Nat Genet,Genome-wide meta-analyses identify multiple loci associated with smoking behavior,Smoking,"Log age-onset smoking, continuous",74053,NA,NA,tag.logonset.tbl.gz,dropbox,1,3,2,4,5,9,NA,10,11,NA,NA,NA,6,0.47562425683709875,beta,0.9977784905720809,0.005721427919945321,0.027871631219484872,0.007309169940972198,0.43733034810008975,2457545,1007160,991295,938400,9,0.01457114406266493,0.003423499188524422,1.0046008356071179,0.007597710151315624,0.015189626598489445,0.005528585415142653,Completed
Tobacco and Genetics Consortium,phen43,20418890,NA,Nat Genet,Genome-wide meta-analyses identify multiple loci associated with smoking behavior,Smoking,"Ever vs never smoked, discrete",74053,NA,NA,tag.evrsmk.tbl.gz,dropbox,1,3,2,4,5,9,NA,10,11,NA,NA,NA,6,0.49731030104580853,beta,1.0139934800017079,0.006248027936437992,0.07937895465107904,0.009020598339334272,2.246813743407694,2455846,1007302,981307,929133,29,0.07476219732128735,0.008544055024193906,1.0061887554411952,0.007922337803668309,0.0646687273036948,0.006966850404016685,Completed
Tobacco and Genetics Consortium,phen44,20418890,NA,Nat Genet,Genome-wide meta-analyses identify multiple loci associated with smoking behavior,Smoking,"Current vs former smoker, discrete",74053,NA,NA,tag.former.tbl.gz,dropbox,1,3,2,4,5,NA,9,10,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1.67113998637208,1252666,523967,512443,NA,NA,NA,NA,NA,NA,NA,NA,Empty beta/or or se columns
Zhu Z,phen45,29785011,NA,Nat Genet,A genome-wide cross-trait analysis from UK Biobank highlights the shared genetic architecture of asthma and allergic diseases,Asthma,Asthma,90853,14085,76768,UKBB.asthma.assoc.gz,dropbox,2,3,1,4,5,NA,6,7,9,NA,NA,NA,NA,0.5191605201786198,log_or,1.0400977685837751,0.002812930897919127,0.17754075368779787,0.005854518463691735,2,6960182,1009769,985860,931540,30,0.19079952714720733,0.0035420511857737246,1.0449592452400476,0.009097437470583055,0.17202245199760907,0.01753957498096935,Completed
Zhu Z,phen46,29785011,NA,Nat Genet,A genome-wide cross-trait analysis from UK Biobank highlights the shared genetic architecture of asthma and allergic diseases,Allergy,"Allergy (hay fever, allergic rhinitis or eczema)",102453,25685,76768,UKBB.allergy.assoc.gz,dropbox,2,3,1,4,5,NA,6,7,9,NA,NA,NA,NA,0.5257479878164539,log_or,1.044178424291813,0.0024867075102273945,0.12131372702483734,0.00346460293640985,2,6940189,1006138,978751,924820,30,0.12930433731956695,0.0042785632685822545,1.071019134398506,0.012249367634419535,0.10005679330806663,0.011382344678504838,Completed
Moffatt MF,phen47,20860503,NA,N Engl J Med,"A large-scale, consortium-based genomewide association study of asthma",Asthma,GABRIEL study,26475,10365,16110,gabriel_results.zip,dropbox,1,3,2,4,5,NA,NA,26,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Essential columns missing | Number of SNPs < 200k
Paternoster L,phen48,26482879,NA,Nat Genet,"Multi-ancestry genome-wide association study of 21,000 cases and 95,000 controls identifies new risk loci for atopic dermatitis",Eczema,EAGLE eczema consortium,103066,18900,84166,EAGLE_AD_GWAS_results_2015.txt.gz,dropbox,2,3,1,5,4,8,NA,9,10,7,NA,NA,6,0.47560176448159214,beta,1.0065741098728045,0.0037697100275236074,0.11332323223067067,0.017001489194107943,2.372639852453905,11296420,1115629,1104968,1042871,26,0.10712651961783204,0.0014992444038598807,1.0260186823337567,0.008208702408653758,0.07706345526352391,0.015944110427861435,Completed
Ferreira MA,phen49,30929738,NA,Am J Hum Genet,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct,Asthma,Asthma (adult-onset),327253,26582,300671,ADULT1_ADULT2_ONSET_ASTHMA.20180716.allchr.assoc.GC.gz,dropbox,2,3,1,4,5,NA,8,9,10,11,NA,NA,6,0.5341387040699492,log_or,1.0350033658888642,0.005570698017583198,0.045146754941963775,0.0019098096698153843,3.3323406805368294,1833917,239933,237450,224363,30,0.02997029686918409,0.015464979616300105,1.0563272106646606,0.020538544381244802,0.008214344678345777,9.601955130297705e-4,Completed
Ferreira MA,phen50,30929739,NA,Am J Hum Genet,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct,Asthma,Childhood-onset asthma,314633,13962,300671,CHILD_ONSET_ASTHMA.20180501.allchr.assoc.GC.gz,dropbox,2,3,1,4,5,NA,8,9,10,11,NA,NA,6,0.5515986052666488,log_or,1.0699253439316356,0.002997899748604277,0.06712098602248975,0.0017912459226602888,4.543108335884953,9020834,1108957,1096886,1037129,30,0.06257746360538602,0.0027871263116803335,1.0770131142783306,0.015140695635826049,0.061830824382869916,0.006349490969338543,Completed
Ferreira MA,phen51,29083406,NA,Nat Genet,"Shared genetic origin of asthma, hay fever and eczema elucidates allergic disease biology",Allergy,"Asthma, hay fever (or allergic rhinitis) and eczema (or atopic dermatitis)",242569,96794,145775,SHARE-without23andMe.LDSCORE-GC.SE-META.v0.gz,dropbox,2,3,10,4,5,6,NA,7,8,13,NA,NA,12,0.5418595679012347,beta,1.0461303329104212,0.011612445098919727,0.07265441879473324,0.009475967470957494,1.9706383383687254,2156842,301346,299161,282622,30,0.018773066378217337,0.003606397434260392,1.1654781457147945,0.04246305324766908,0.010307347953239858,0.002607887309125904,Completed
Pappa I,phen52,26087016,NA,Am J Med Genet B Neuropsychiatr Genet,A genome-wide approach to children's aggressive behavior: The EAGLE consortium,Children's aggressive behavior,Children's aggressive behavior,18988,NA,NA,EAGLE_aggression_Public.txt.gz,dropbox,NA,NA,1,2,3,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Essential columns missing | Number of SNPs < 200k
